"Story","Title","Result","Date","Stability","Duration (s)"
"As a user, I want login in the Star Sharp Page so i should create a new meetings","Create a new  Bussines unit","SUCCESS","2022-12-14T22:33:45.881-05:00[America/Bogota]","0.0","14.5"
"Academy Choucair","Search for automation course","SUCCESS","2022-12-13T13:57:53.786-05:00[America/Bogota]","0.0","8.45"
