"Story","Title","Result","Date","Stability","Duration (s)"
"As a user, I want login in the Star Sharp Page so i should create a new meetings","Create a new  Bussines unit","SUCCESS","2022-12-14T12:56:22.505-05:00[America/Bogota]","0.0","17.86"
"As a user, I want login in the Star Sharp Page so i should create a new meetings","Create a meeting successfully","SUCCESS","2022-12-14T12:56:40.377-05:00[America/Bogota]","0.0","16.49"
